#SampleID	ColRep	control	tokeep	Temperature	Long	Lat	Replicate	NAT	TemperatureEnvironmental	PHOS	DNAwhirlpak	SalinityEnviron	pHEnviron	DNAnotes	Year	Extrmethod	Polymerase	Date	Month	Day	TempAir	CHL	Person	Bottle	ChlEnviron	DOEnviron	well	Site	SiteCode	StationName	NIT	Description
E-f-TL-1-Aug	E-TL-Aug-2014	n	Y	20.9	-123.061364	49.255245	no_data	no_data	no_data	no_data	no_data	0	6.33	no_data	2014	s	prime	no_data	8	15	no_data	no_data	M	no_data	26.00552	3.57	no_data	no_data	no_data	TroutLake	no_data	Lake
E-CB-2016-3	E-CB-2016	n	Y	24.1	-123.039279	49.014764	3	9	24.1	no_data	13	33	7.71	NA	2016	p	phusion	06-Jun-16	6	6	25	49	M	N	2.04255216	8.83	E2	CentennialBeach	CB	no_data	no_data	marine
E-CB-2016-2	E-CB-2016	n	Y	24.1	-123.039279	49.014764	2	16	24.1	no_data	2	33	7.71	nonauto	2016	p	phusion	06-Jun-16	6	6	25	45*	M	B	1.3488552	8.83	B1	CentennialBeach	CB	no_data	no_data	marine
S-st-6-6-19-r3	E-SOG-6619	n	Y	15.606	-123.808121	49.213817	no_data	no_data	no_data	no_data	no_data	30	8.41	no_data	2015	s	prime	no_data	6	19	no_data	no_data	F	no_data	3.6463464	10.9	no_data	no_data	no_data	SOG6	no_data	Sea
F7A	E-FR-7-2014	n	Y	19.6	-123.12096	49.086113	no_data	no_data	no_data	no_data	no_data	0	7.78	no_data	2014	s	prime	no_data	7	31	no_data	no_data	M	no_data	1.53	9.42	no_data	no_data	no_data	FraserRiver	no_data	River
F7B	E-FR-7-2014	n	Y	19.6	-123.12096	49.086113	no_data	no_data	no_data	no_data	no_data	0	7.78	no_data	2014	s	prime	no_data	7	31	no_data	no_data	M	no_data	1.53	9.42	no_data	no_data	no_data	FraserRiver	no_data	River
F7C	E-FR-7-2014	n	Y	19.6	-123.12096	49.086113	no_data	no_data	no_data	no_data	no_data	0	7.78	no_data	2014	s	prime	no_data	7	31	no_data	no_data	M	no_data	1.53	9.42	no_data	no_data	no_data	FraserRiver	no_data	River
R-Ls-6-23-r3	E-LS-623	n	Y	19.1	-123.086845	49.093614	no_data	no_data	no_data	no_data	no_data	0	7	no_data	2015	s	prime	no_data	6	23	no_data	no_data	F	no_data	3.2287032	9.15	no_data	no_data	no_data	LadnerSlough	no_data	River
E-s-PM-1-Jul-a	E-PM-Jul-2014	n	Y	24.8	-122.889158	49.291693	no_data	no_data	no_data	no_data	no_data	21	8.3	no_data	2014	s	prime	no_data	7	10	no_data	no_data	M	no_data	1.824538	10.1	no_data	no_data	no_data	PortMoody	no_data	Sea
E-s-PM-3-Jul-a	E-PM-Jul-2014	n	Y	24.8	-122.889158	49.291693	no_data	no_data	no_data	no_data	no_data	21	8.3	no_data	2014	s	prime	no_data	7	10	no_data	no_data	M	no_data	1.824538	10.1	no_data	no_data	no_data	PortMoody	no_data	Sea
R-Mt-6-23-r1	E-MT-623	n	Y	16.8	-123.064138	49.124245	no_data	no_data	no_data	no_data	no_data	0	7	no_data	2015	s	prime	no_data	6	23	no_data	no_data	F	no_data	1.8579768	10.28	no_data	no_data	no_data	MasseyTunnel	no_data	River
R-Mt-6-23-r2	E-MT-623	n	Y	16.8	-123.064138	49.124245	no_data	no_data	no_data	no_data	no_data	0	7	no_data	2015	s	prime	no_data	6	23	no_data	no_data	F	no_data	1.7348256	10.28	no_data	MasseyTunnel	MT	MasseyTunnel	no_data	River
R-Mt-6-23-r3	E-MT-623	n	Y	16.8	-123.064138	49.124245	no_data	no_data	no_data	no_data	no_data	0	7	no_data	2015	s	prime	no_data	6	23	no_data	no_data	F	no_data	1.7348256	10.28	no_data	MasseyTunnel	MT	MasseyTunnel	no_data	River
E-WC-2016-2	E-WC-2016	n	Y	16.7	-123.289991	49.370701	2	24	16.7	no_data	37	20	7.86	NA	2016	s	phusion	08-Jun-16	6	8		27	M	Q	14.31328061	11.87	G4	WhyteCliffPark	WC	no_data	no_data	brack
E-WC-2016-3	E-WC-2016	n	Y	16.7	-123.289991	49.370701	3	29	16.7	no_data	4	20	7.86	NA	2016	p	phusion	08-Jun-16	6	8		32	M	D	10.3360847	11.87	D1	WhyteCliffPark	WC	no_data	no_data	brack
E-LH-2016-2	E-LH-2016	n	Y	17.5	-123.262106	49.330721	2	2	17.5	no_data	47	15	7.77	NA	2016	s	phusion	08-Jun-16	6	8		24	M	O	18.42150816	11.45	G5	LightHousePark	LH	no_data	no_data	brack
E-LH-2016-3	E-LH-2016	n	Y	17.5	-123.262106	49.330721	3	10	17.5	no_data	29	15	7.77	NA	2016	s	phusion	08-Jun-16	6	8		25	M	H	17.18056138	11.45	D4	LightHousePark	LH	no_data	no_data	brack
E-BA-2016-3	E-BA-2016	n	Y	14.6	-122.928592	49.313135	3	31	14.6	no_data	27	26	7.58	NA	2016	s	phusion	09-Jun-16	6	9		10	M	L	22.89199968	12	B4	BelcarraArea	BA	no_data	no_data	marine
E-BA-2016-2	E-BA-2016	n	Y	14.6	-122.928592	49.313135	2	28	14.6	no_data	16	26	7.58	NA	2016	s	phusion	09-Jun-16	6	9		15	M	H	21.73583808	12	H2	BelcarraArea	BA	no_data	no_data	marine
S-st-2-6-19-r1	E-SOG-2619	n	Y	16.651	-123.29785	49.040691	no_data	no_data	no_data	no_data	no_data	10	7.8	no_data	2015	s	prime	no_data	6	19	no_data	no_data	F	no_data	0.4801112	10.6	no_data	no_data	no_data	SOG2	no_data	Plume
S-st-6-5-27-r3	E-SOG-6527	n	Y	12.5	-123.785207	49.208873	no_data	no_data	no_data	no_data	no_data	25	8.5	no_data	2015	s	prime	no_data	5	27	no_data	no_data	F	no_data	0.428352	10.4	no_data	no_data	no_data	SOG6	no_data	Sea
S-st-2-6-19-r3	E-SOG-2619	n	Y	16.574	-123.29785	49.040691	no_data	no_data	no_data	no_data	no_data	10	7.8	no_data	2015	s	prime	no_data	6	19	no_data	no_data	F	no_data	0.437276	10.6	no_data	no_data	no_data	SOG2	no_data	Plume
R-Ls-6-23-r1	E-LS-623	n	Y	19.1	-123.086845	49.093614	no_data	no_data	no_data	no_data	no_data	0	7	no_data	2015	s	prime	no_data	6	23	no_data	no_data	F	no_data	3.203716	9.15	no_data	no_data	no_data	LadnerSlough	no_data	River
R-J-5-26-r3	E-JT-526	n	Y	14.2	-123.212213	49.127819	no_data	no_data	no_data	no_data	no_data	2	7.11	no_data	2015	s	prime	no_data	5	26	no_data	no_data	F	no_data	0.7264136	10.87	no_data	no_data	no_data	Jetty	no_data	River
S-st-2-4-24-r1A	E-SOG-2424	n	Y	11.31	-123.319215	49.045828	no_data	no_data	no_data	no_data	no_data	20	8.3	no_data	2015	s	prime	no_data	4	24	no_data	no_data	F	no_data	1.8776096	NA	no_data	no_data	no_data	SOG2	no_data	Sea
S-st-5-4-24-r1	E-SOG-5424	n	Y	11.32	-123.544109	49.140185	no_data	no_data	no_data	no_data	no_data	25	8.31	no_data	2015	s	prime	no_data	4	24	no_data	no_data	F	no_data	0.7353376	NA	no_data	no_data	no_data	SOG5	no_data	Sea
S-st-5-4-24-r2	E-SOG-5424	n	Y	11.32	-123.544109	49.140185	no_data	no_data	no_data	no_data	no_data	25	8.31	no_data	2015	s	prime	no_data	4	24	no_data	no_data	F	no_data	0.5996928	NA	no_data	no_data	no_data	SOG5	no_data	Sea
R-J-5-26-r1	E-JT-526	n	Y	14.2	-123.212213	49.127819	no_data	no_data	no_data	no_data	no_data	2	7.11	no_data	2015	s	prime	no_data	5	26	no_data	no_data	F	no_data	0.6443128	10.87	no_data	no_data	no_data	Jetty	no_data	River
E-s-PM-3-Aug	E-PM-Aug-2014	n	Y	18.8	-122.889158	49.291693	no_data	no_data	no_data	no_data	no_data	25	7.85	no_data	2014	s	prime	no_data	8	13	no_data	no_data	M	no_data	13.43008	6.9	no_data	no_data	no_data	PortMoody	no_data	Sea
TI7B	E-TI-2014	n	Y	24.3	-123.10633	49.021125	no_data	no_data	no_data	no_data	no_data	22.5	7.98	no_data	2014	s	prime	no_data	7	31	no_data	no_data	M	no_data	1.455	9.43	no_data	no_data	no_data	TsawwassenIndian	no_data	Sea
S-st-1-4-24-r3	E-SOG-1424	n	Y	11.57	-123.22058	49.010189	no_data	no_data	no_data	no_data	no_data	26	8.5	no_data	2015	s	prime	no_data	4	24	no_data	no_data	F	no_data	1.704484	NA	no_data	no_data	no_data	SOG1	no_data	Sea
E-LH-2016-1	E-LH-2016	n	Y	17.5	-123.262106	49.330721	1	26	17.5	no_data	46	15	7.77	NA	2016	s	phusion	08-Jun-16	6	8		30	M	E	18.26735328	11.45	F5	LightHousePark	LH	no_data	no_data	brack
E-b-DU-2-Jul-a	E-DU-Jul-2014	n	Y	20.09	-123.182512	49.332475	no_data	no_data	no_data	no_data	no_data	15	8.04	no_data	2014	s	prime	no_data	7	10	no_data	no_data	M	no_data	5.518543	9.02	no_data	no_data	no_data	Dundarave	no_data	Sea
E-b-WV-3-Aug	E-WV-Aug-2014	n	Y	17.9	-123.274147	49.355801	no_data	no_data	no_data	no_data	no_data	20	7.91	no_data	2014	s	prime	no_data	8	14	no_data	no_data	M	no_data	5.245058	8.82	no_data	no_data	no_data	WestVan	no_data	Sea
E-JP-2016-2	E-JP-2016	n	Y	19.9	-123.233559	49.279552	2	40	19.9	no_data	3	17	7.98	NA	2016	p	phusion	07-Jun-16	6	7	22	35	M	D	5.495621472	12.49	C1	JerichoPier	JP	no_data	no_data	brack
E-JP-2016-3	E-JP-2016	n	Y	19.9	-123.233559	49.279552	3	46	19.9	no_data	49	17	7.98	NA	2016	s	phusion	07-Jun-16	6	7	22	33	M	H	9.09513792	12.49	A6	JerichoPier	JP	no_data	no_data	brack
E-JP-2016-1	E-JP-2016	n	Y	19.9	-123.233559	49.279552	1	5	19.9	no_data	28	17	7.98	NA	2016	s	phusion	07-Jun-16	6	7	22	34	M	L	9.511356096	12.49	C4	JerichoPier	JP	no_data	no_data	brack
S-st-4-5-27-r1	E-SOG-4527	n	Y	12.5	-123.534079	49.130077	no_data	no_data	no_data	no_data	no_data	11	8.17	no_data	2015	s	prime	no_data	5	27	no_data	no_data	F	no_data	3.997952	10.1	no_data	no_data	no_data	SOG4	no_data	Plume
S-st-4-5-27-r3	E-SOG-4527	n	Y	12.5	-123.534079	49.130077	no_data	no_data	no_data	no_data	no_data	11	8.17	no_data	2015	s	prime	no_data	5	27	no_data	no_data	F	no_data	4.2103432	10.1	no_data	no_data	no_data	SOG4	no_data	Plume
S-st-4-5-27-r2	E-SOG-4527	n	Y	12.5	-123.534079	49.130077	no_data	no_data	no_data	no_data	no_data	11	8.17	no_data	2015	s	prime	no_data	5	27	no_data	no_data	F	no_data	4.2103432	10.1	no_data	no_data	no_data	SOG4	no_data	Plume
E-BP-2016-2	E-BP-2016	n	Y	14.7	-123.117363	49.300997	2	1	14.7	no_data	50	16	7.54	spilled	2016	p	phusion	07-Jun-16	6	7	23	38	M	J	8.416856448	11.42	B6	BrocktonPoint	BP	no_data	no_data	brack
E-BP-2016-3	E-BP-2016	n	Y	14.7	-123.117363	49.300997	3	20	14.7	no_data	42	16	7.54	NA	2016	s	phusion	07-Jun-16	6	7	23	40	M	G	10.81396483	11.42	D5	BrocktonPoint	BP	no_data	no_data	brack
R-mt-4-28-r3	E-MT-428	n	Y	9.8	-123.064138	49.124245	no_data	no_data	no_data	no_data	no_data	0.5	7.11	no_data	2015	s	prime	no_data	4	28	no_data	no_data	F	no_data	1.3153976	11.78	no_data	no_data	no_data	MasseyTunnel	no_data	River
E-BP-2016-1	E-BP-2016	n	Y	14.7	-123.117363	49.300997	1	17	14.7	no_data	22	16	7.54	NA	2016	p	phusion	07-Jun-16	6	7	23	44	M	B	11.78514058	11.42	F3	BrocktonPoint	BP	no_data	no_data	brack
E-f-TL-1-Jul-a	E-TL-Jul-2014	n	Y	28.8	-123.061364	49.255245	no_data	no_data	no_data	no_data	no_data	0	9.17	no_data	2014	s	prime	no_data	7	9	no_data	no_data	M	no_data	36.95308	10.44	no_data	no_data	no_data	TroutLake	no_data	Lake
S-st-2-6-19-r2	E-SOG-2619	n	Y	16.632	-123.29785	49.040691	no_data	no_data	no_data	no_data	no_data	10	7.8	no_data	2015	s	prime	no_data	6	19	no_data	no_data	F	no_data	0.437276	10.6	no_data	no_data	no_data	SOG2	no_data	Plume
R-wp-4-28-r3	E-WP-428	n	Y	10	-123.119359	49.086369	no_data	no_data	no_data	no_data	no_data	5	7.11	no_data	2015	s	prime	no_data	4	28	no_data	no_data	F	no_data	1.6848512	11.47	no_data	no_data	no_data	WellingtonPoint	no_data	River
E-DU-2016-2	E-DU-2016	n	Y	15	-123.182512	49.332475	2	25	15	no_data	6	15	7.75	NA	2016	p	phusion	08-Jun-16	6	8		22	M	J	10.97582746	11	F1	Dundarave	DU	no_data	no_data	brack
R-wp-4-28-r1	E-WP-428	n	Y	10	-123.119359	49.086369	no_data	no_data	no_data	no_data	no_data	5	7.11	no_data	2015	s	prime	no_data	4	28	no_data	no_data	F	no_data	1.8704704	11.47	no_data	no_data	no_data	WellingtonPoint	no_data	River
E-BL-2016-1	E-BL-2016	n	Y	25	-122.958705	49.245541	1	21	25	no_data	38	0	6.36	NA	2016	s	phusion	06-Jun-16	6	6	26	48	M	A	18.03612096	8.01	H4	BurnabyLake	BL	no_data	no_data	fresh
E-WC-2016-1	E-WC-2016	n	Y	16.7	-123.289991	49.370701	1	36	16.7	no_data	11	20	7.86	NA	2016	p	phusion	08-Jun-16	6	8		26	M	A	11.32267594	11.87	C2	WhyteCliffPark	WC	no_data	no_data	brack
S-st-5-5-27-r1	E-SOG-5527	n	Y	12.5	-123.635515	49.17637	no_data	no_data	no_data	no_data	no_data	25	8.46	no_data	2015	s	prime	no_data	5	27	no_data	no_data	F	no_data	2.4398216	10.4	no_data	no_data	no_data	SOG5	no_data	Sea
S-st-5-5-27-r2	E-SOG-5527	n	Y	12.5	-123.635515	49.17637	no_data	no_data	no_data	no_data	no_data	25	8.46	no_data	2015	s	prime	no_data	5	27	no_data	no_data	F	no_data	2.1613928	10.4	no_data	no_data	no_data	SOG5	no_data	Sea
S-st-5-5-27-r3	E-SOG-5527	n	Y	12.5	-123.635515	49.17637	no_data	no_data	no_data	no_data	no_data	25	8.46	no_data	2015	s	prime	no_data	5	27	no_data	no_data	F	no_data	2.4398216	10.4	no_data	no_data	no_data	SOG5	no_data	Sea
E-PM-2016-1	E-PM-2016	n	Y	14.8	-122.889158	49.291693	1	27	14.8	no_data	14	25	7.49	NA	2016	s	phusion	09-Jun-16	6	9		16	M	A	18.96105024	12.67	F2	PortMoody	PM	no_data	no_data	marine
E-BL-2016-2	E-BL-2016	n	Y	25	-122.958705	49.245541	2	14	25	no_data	1	0	6.36	nonauto	2016	p	phusion	06-Jun-16	6	6	26	42	M	D	11.60786246	8.01	A1	BurnabyLake	BL	no_data	no_data	fresh
E-BL-2016-3	E-BL-2016	n	Y	25	-122.958705	49.245541	3	18	25	no_data	20	0	6.36	nonauto	2016	p	phusion	06-Jun-16	6	6	26	50	M	E	16.72580448	8.01	D3	BurnabyLake	BL	no_data	no_data	fresh
S-st-2-5-27-r1	E-SOG-2527	n	Y	12.1	-123.280155	49.023428	no_data	no_data	no_data	no_data	no_data	7	8.16	no_data	2015	s	prime	no_data	5	27	no_data	no_data	F	no_data	0.4479848	10.1	no_data	no_data	SOG2	SOG2	no_data	Plume
S-st-5-4-24-r3	E-SOG-5424	n	Y	11.31	-123.544109	49.140185	no_data	no_data	no_data	no_data	no_data	25	8.31	no_data	2015	s	prime	no_data	4	24	no_data	no_data	F	no_data	0.5996928	NA	no_data	no_data	SOG2	SOG5	no_data	Sea
R-Ds-6-23-r2	E-DS-623	n	Y	18.6	-123.061783	49.117541	no_data	no_data	no_data	no_data	no_data	0	7	no_data	2015	s	prime	no_data	6	23	no_data	no_data	F	no_data	4.1514448	10.29	no_data	no_data	DS	DeasSlough	no_data	River
R-Ds-6-23-r3	E-DS-623	n	Y	18.6	-123.061783	49.117541	no_data	no_data	no_data	no_data	no_data	0	7	no_data	2015	s	prime	no_data	6	23	no_data	no_data	F	no_data	4.1514448	10.29	no_data	no_data	DS	DeasSlough	no_data	River
S-st-2-5-27-r2	E-SOG-2527	n	Y	12.1	-123.280155	49.023428	no_data	no_data	no_data	no_data	no_data	7	8.16	no_data	2015	s	prime	no_data	5	27	no_data	no_data	F	no_data	0.455124	10.1	no_data	no_data	SOG2	SOG2	no_data	Plume
R-Ds-6-23-r1	E-DS-623	n	Y	18.6	-123.061783	49.117541	no_data	no_data	no_data	no_data	no_data	0	7	no_data	2015	s	prime	no_data	6	23	no_data	no_data	F	no_data	5.3597544	10.29	no_data	no_data	DS	DeasSlough	no_data	River
R-mt-4-1-r1	E-MT-41	n	N	7.4	-123.064138	49.124245	no_data	no_data	no_data	no_data	na	1	7.1	no_data	2015	s	prime	na	4	1	na	na	F	na	0.785312	12.37	na	na	MT	MasseyTunnel	no_data	River
R-mt-4-1-r3	E-MT-41	n	N	7.4	-123.064138	49.124245	no_data	no_data	no_data	no_data	na	1	7.1	no_data	2015	s	prime	na	4	1	na	na	F	na	0.6835784	12.37	na	na	MT	MasseyTunnel	no_data	River
R-mt-4-1-r2	E-MT-41	n	N	7.4	-123.064138	49.124245	no_data	no_data	no_data	no_data	na	1	7.1	no_data	2015	s	prime	na	4	1	na	na	F	na	0.6835784	12.37	na	na	MT	MasseyTunnel	no_data	River
R-cp-4-1-r3	E-CP-41	n	N	7	-123.896	49.207	no_data	no_data	no_data	no_data	no_data	1	7.1	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	1.1083608	12.55	no_data	CannoePassage	CP	CannoePassage	no_data	River
R-cp-4-1-r2	E-CP-41	n	N	7	-123.896	49.207	no_data	no_data	no_data	no_data	no_data	1	7.1	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	1.1083608	12.55	no_data	CannoePassage	CP	CannoePassage	no_data	River
R-cp-4-1-r1	E-CP-41	n	N	7	-123.896	49.207	no_data	no_data	no_data	no_data	no_data	1	7.1	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	0.9156024	12.55	no_data	CannoePassage	CP	CannoePassage	no_data	River
S-st-1-6-19-r3	E-SOG-1619	n	Y	16.853	-123.21752	49.013315	no_data	no_data	no_data	no_data	no_data	28	7.76	no_data	2015	s	prime	no_data	6	19	no_data	no_data	F	no_data	0.9048936	10.7	no_data	SOG1	SOG1	SOG1	no_data	Sea
S-st-1-6-19-r2	E-SOG-1619	n	Y	16.852	-123.21752	49.013315	no_data	no_data	no_data	no_data	no_data	28	7.76	no_data	2015	s	prime	no_data	6	19	no_data	no_data	F	no_data	0.9048936	10.7	no_data	SOG1	SOG1	SOG1	no_data	Sea
S-st-1-6-19-r1	E-SOG-1619	n	Y	16.852	-123.21752	49.013315	no_data	no_data	no_data	no_data	no_data	28	7.76	no_data	2015	s	prime	no_data	6	19	no_data	no_data	F	no_data	0.8959696	10.7	no_data	SOG1	SOG1	SOG1	no_data	Sea
R-ds-4-1-r1	E-DS-41	n	N	9.9	-123.061783	49.117541	no_data	no_data	no_data	no_data	no_data	9	7.1	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	4.979592	11.28	no_data	DeasSlough	DS	DeasSlough	no_data	River
R-ds-4-1-r3	E-DS-41	n	N	9.9	-123.061783	49.117541	no_data	no_data	no_data	no_data	no_data	9	7.1	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	4.9082	11.28	no_data	DeasSlough	DS	DeasSlough	no_data	River
R-ds-4-1-r2	E-DS-41	n	N	9.9	-123.061783	49.117541	no_data	no_data	no_data	no_data	no_data	9	7.1	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	4.9082	11.28	no_data	DeasSlough	DS	DeasSlough	no_data	River
R-jt-4-1-r2	E-JT-41	n	N	9.3	-123.064138	49.124245	no_data	no_data	no_data	no_data	no_data	10	8	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	0.9441592	11	no_data	Jetty	JT	Jetty	no_data	River
R-jt-4-1-r3	E-JT-41	n	N	9.3	-123.064138	49.124245	no_data	no_data	no_data	no_data	no_data	10	8	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	0.9441592	11	no_data	Jetty	JT	Jetty	no_data	River
R-jt-4-1-r1	E-JT-41	n	N	9.3	-123.064138	49.124245	no_data	no_data	no_data	no_data	no_data	10	8	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	0.8888304	11	no_data	Jetty	JT	Jetty	no_data	River
R-ls-4-1-r1	E-LS-41	n	N	9.1	-123.064138	49.124245	no_data	no_data	no_data	no_data	no_data	6	7.1	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	2.6700608	11.34	no_data	LadnerSlough	LS	LadnerSlough	no_data	River
R-ls-4-1-r3	E-LS-41	n	N	9.1	-123.064138	49.124245	no_data	no_data	no_data	no_data	no_data	6	7.1	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	3.462512	11.34	no_data	LadnerSlough	LS	LadnerSlough	no_data	River
R-ls-4-1-r2	E-LS-41	n	N	9.1	-123.064138	49.124245	no_data	no_data	no_data	no_data	no_data	6	7.1	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	3.462512	11.34	no_data	LadnerSlough	LS	LadnerSlough	no_data	River
R-sa-4-1-r1	E-SA-41	n	N	7.4	-123.176	49.022	no_data	no_data	no_data	no_data	no_data	0	7.1	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	0.7389072	12.49	no_data	SA23	SA23	SA23	no_data	River
R-sa-4-1-r2	E-SA-41	n	N	7.4	-123.176	49.022	no_data	no_data	no_data	no_data	no_data	0	7.1	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	0.7032112	12.49	no_data	SA23	SA23	SA23	no_data	River
R-sa-4-1-r3	E-SA-41	n	N	7.4	-123.176	49.022	no_data	no_data	no_data	no_data	no_data	0	7.1	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	0.7032112	12.49	no_data	SA23	SA23	SA23	no_data	River
R-sh-4-1-r1	E-SH-41	n	N	9.5	NA	NA	no_data	no_data	no_data	no_data	no_data	24	8.34	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	3.6695488	11.49	no_data	SandHeads	SH	SandHeads	no_data	River
R-sh-4-1-r3	E-SH-41	n	N	9.5	NA	NA	no_data	no_data	no_data	no_data	no_data	24	8.34	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	3.4321704	11.49	no_data	SandHeads	SH	SandHeads	no_data	River
R-sh-4-1-r2	E-SH-41	n	N	9.5	NA	NA	no_data	no_data	no_data	no_data	no_data	24	8.34	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	3.4321704	11.49	no_data	SandHeads	SH	SandHeads	no_data	River
R-wp-4-1-r3	E-WP-41	n	N	7	-123.119359	49.086369	no_data	no_data	no_data	no_data	no_data	1	7.1	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	1.7615976	11.55	no_data	WellingtonPoint	WP	WellingtonPoint	no_data	River
R-wp-4-1-r2	E-WP-41	n	N	7	-123.119359	49.086369	no_data	no_data	no_data	no_data	no_data	1	7.1	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	1.7615976	11.55	no_data	WellingtonPoint	WP	WellingtonPoint	no_data	River
R-wp-4-1-r1	E-WP-41	n	N	7	-123.119359	49.086369	no_data	no_data	no_data	no_data	no_data	1	7.1	no_data	2015	s	prime	no_data	4	1	no_data	no_data	F	no_data	1.5474216	11.55	no_data	WellingtonPoint	WP	WellingtonPoint	no_data	River
S-st-1-4-24-r1	E-SOG-1424	n	Y	11.99	-123.22058	49.010189	no_data	no_data	no_data	no_data	no_data	26	8.5	no_data	2015	s	prime	no_data	4	24	no_data	no_data	F	no_data	1.6045352	NA	no_data	SOG1	SOG1	SOG1	no_data	Sea
S-st-3-5-27-r3	E-SOG-3527	n	Y	12.5	-123.347588	49.052279	no_data	no_data	no_data	no_data	no_data	2	8.1	no_data	2015	s	prime	no_data	5	27	no_data	no_data	F	no_data	0.8674128	10.1	no_data	SOG3	SOG3	SOG3	no_data	Sea
S-st-3-5-27-r2	E-SOG-3527	n	Y	12.5	-123.347588	49.052279	no_data	no_data	no_data	no_data	no_data	2	8.1	no_data	2015	s	prime	no_data	5	27	no_data	no_data	F	no_data	0.8674128	10.1	no_data	SOG3	SOG3	SOG3	no_data	Sea
S-st-3-5-27-r1	E-SOG-3527	n	Y	12.5	-123.347588	49.052279	no_data	no_data	no_data	no_data	no_data	2	8.1	no_data	2015	s	prime	no_data	5	27	no_data	no_data	F	no_data	0.8709824	10.1	no_data	SOG3	SOG3	SOG3	no_data	Sea
R-1C	CON_FN_R	y	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Control
R-2C	CON_FN_R	y	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Control
R-3C	CON_FN_R	y	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Control
Control-Blank	CON_blank	y	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Control
