Taxa	Fresh	Brackish	Marine	total
D_2__PhycisphaeraeD_3__S-70	NA	NA	NA	2
D_2__Subgroup 5D_3__uncultured deep-sea bacterium	NA	NA	NA	2
D_2__VerrucomicrobiaeD_3__B29	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__Acidithiobacillales	NA	NA	NA	2
D_2__NitriliruptoriaD_3__Euzebyales	NA	NA	NA	1
D_2__GracilibacteriaD_3__uncultured Microgenomates group bacterium	NA	NA	NA	2
D_2__CoriobacteriiaD_3__CG2-30-50-142	NA	NA	NA	1
D_2__ABY1D_3__Candidatus Kerfeldbacteria	NA	NA	NA	1
D_2__0319-7L14D_3__uncultured actinobacterium	NA	NA	NA	5
D_2__BD7-11D_3__uncultured bacterium PHOS-HE93	NA	NA	NA	1
D_2__TK10D_3__uncultured Chloroflexus sp.	NA	NA	NA	2
D_2__MicrogenomatiaD_3__Candidatus Daviesbacteria	NA	NA	NA	2
D_2__GracilibacteriaD_3__Candidatus Peregrinibacteria	NA	NA	NA	4
D_2__Blastocatellia (Subgroup 4)D_3__DS-100	NA	NA	NA	6
D_2__MB-A2-108D_3__uncultured Actinomycetales bacterium	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__S1-3-65	NA	NA	NA	1
D_2__MollicutesD_3__EUB33-2	NA	NA	NA	1
D_2__Lineage IIaD_3__Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12	NA	NA	NA	1
D_2__hydrothermal vent metagenomeD_3__hydrothermal vent metagenome	NA	NA	NA	2
D_2__AlphaproteobacteriaD_3__Alphaproteobacteria Incertae Sedis	NA	NA	NA	1
D_2__WoesearchaeiaD_3__Candidatus Amesbacteria bacterium GW2011_GWC1_47_15	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__JG36-GS-52	NA	NA	NA	2
D_2__Subgroup 17D_3__uncultured Geobacter sp.	NA	NA	NA	1
D_2__KtedonobacteriaD_3__C0119	NA	NA	NA	1
D_2__ElusimicrobiaD_3__Elusimicrobiales	NA	NA	NA	1
D_2__AcidimicrobiiaD_3__Acidimicrobiales	NA	NA	NA	1
D_2__MethanomicrobiaD_3__Methanocellales	NA	NA	NA	1
D_2__GracilibacteriaD_3__groundwater metagenome	NA	NA	NA	1
D_2__CoriobacteriiaD_3__FS118-23B-02	NA	NA	NA	1
D_2__ParcubacteriaD_3__Candidatus Jorgensenbacteria	NA	NA	NA	1
D_2__MB-A2-108D_3__uncultured Kineosporiaceae bacterium	NA	NA	NA	1
D_2__Subgroup 6D_3__uncultured bacterium 66	NA	NA	NA	1
D_2__JS1D_3__uncultured Clostridia bacterium	NA	NA	NA	1
D_2__DeltaproteobacteriaD_3__DTB120	NA	NA	NA	1
D_2__Subgroup 6D_3__uncultured bacterium 213	NA	NA	NA	1
D_2__vadinHA49D_3__bacterium UW 659-2-F09	NA	NA	NA	1
D_2__Subgroup 6D_3__uncultured Thermoanaerobaculum sp.	NA	NA	NA	1
D_2__candidate division Zixibacteria bacterium RBG-1D_3__candidate division Zixibacteria bacterium RBG-1	NA	NA	NA	1
D_2__MicrogenomatiaD_3__Candidatus Woykebacteria	NA	NA	NA	1
D_2__JG30-KF-CM66D_3__uncultured Caldilinea sp.	NA	NA	NA	1
D_2__Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_01_FULL_49_10D_3__Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_01_FULL_49_10	NA	NA	NA	1
D_2__AcidobacteriiaD_3__Subgroup 12	NA	NA	NA	1
D_2__DehalococcoidiaD_3__t0.6.f	NA	NA	NA	1
D_2__MicrogenomatiaD_3__Candidatus Amesbacteria	NA	NA	NA	1
D_2__WWE3D_3__bacterium enrichment culture clone EBa3	NA	NA	NA	1
D_2__DeltaproteobacteriaD_3__TX1A-33	NA	NA	NA	2
D_2__ParcubacteriaD_3__Parcubacteria group bacterium GW2011_GWA1_40_21	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__EV818SWSAP88	NA	NA	NA	1
D_2__Marinimicrobia bacterium JGI 0000039-D08D_3__Marinimicrobia bacterium JGI 0000039-D08	NA	NA	NA	1
D_2__ABY1D_3__Candidatus Jacksonbacteria	NA	NA	NA	1
D_2__Candidatus Firestonebacteria bacterium RIFOXYC2_FULL_39_67D_3__Candidatus Firestonebacteria bacterium RIFOXYC2_FULL_39_67	NA	NA	NA	1
D_2__uncultured soil bacterium PRR-10D_3__uncultured soil bacterium PRR-10	NA	NA	NA	1
D_2__ChloroflexiaD_3__Thermobaculales	NA	NA	NA	1
D_2__BrachyspiraeD_3__Brachyspirales	NA	NA	NA	1
D_2__uncultured Fibrobacteres bacteriumD_3__uncultured Fibrobacteres bacterium	NA	NA	NA	1
