Taxa	Fresh	Brackish	Marine	total
D_2__DeltaproteobacteriaD_3__BradymonadalesD_4__Deltaproteobacteria bacterium SKP-2	NA	NA	NA	1
D_2__uncultured eubacterium OCS307D_3__uncultured eubacterium OCS307D_4__uncultured eubacterium OCS307	NA	NA	NA	1
D_2__ActinobacteriaD_3__FrankialesD_4__Cryptosporangiaceae	NA	NA	NA	3
D_2__AnaerolineaeD_3__CaldilinealesD_4__Caldilineaceae	NA	NA	NA	1
D_2__Marinimicrobia bacterium JGI 0000113-D11D_3__Marinimicrobia bacterium JGI 0000113-D11D_4__Marinimicrobia bacterium JGI 0000113-D11	NA	NA	NA	1
D_2__OM190D_3__uncultured deep-sea bacteriumD_4__uncultured deep-sea bacterium	NA	NA	NA	3
D_2__ClostridiaD_3__ClostridialesD_4__TC1	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__A21b	NA	NA	NA	1
D_2__BacilliD_3__LactobacillalesD_4__Leuconostocaceae	NA	NA	NA	1
D_2__CloacimonadiaD_3__CloacimonadalesD_4__MSBL8	NA	NA	NA	1
D_2__CalditrichiaD_3__CalditrichalesD_4__Calditrichaceae	NA	NA	NA	1
D_2__NitriliruptoriaD_3__EuzebyalesD_4__Euzebyaceae	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__B1-7BS	NA	NA	NA	1
D_2__BacilliD_3__BacillalesD_4__Bacillaceae	NA	NA	NA	1
D_2__BacteroidiaD_3__BacteroidalesD_4__Bacteroidetes vadinHA17	NA	NA	NA	1
D_2__BD2-11 terrestrial groupD_3__uncultured Gemmatimonadetes bacteriumD_4__uncultured Gemmatimonadetes bacterium	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__XanthomonadalesD_4__Rhodanobacteraceae	NA	NA	NA	1
D_2__AlphaproteobacteriaD_3__unculturedD_4__Alphaproteobacteria bacterium	NA	NA	NA	1
D_2__ClostridiaD_3__ClostridialesD_4__Family XI	NA	NA	NA	1
D_2__OmnitrophiaD_3__OmnitrophalesD_4__Omnitrophaceae	NA	NA	NA	2
D_2__ArmatimonadiaD_3__ArmatimonadalesD_4__Armatimonadaceae	NA	NA	NA	1
D_2__BD2-11 terrestrial groupD_3__uncultured marine bacterium Ant4D5D_4__uncultured marine bacterium Ant4D5	NA	NA	NA	1
D_2__KD4-96D_3__uncultured Anaerolineaceae bacteriumD_4__uncultured Anaerolineaceae bacterium	NA	NA	NA	1
D_2__DehalococcoidiaD_3__SAR202 cladeD_4__uncultured Chloroflexi bacterium HF4000_28F02	NA	NA	NA	1
D_2__DeltaproteobacteriaD_3__MyxococcalesD_4__Blfdi19	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__SAR86 cladeD_4__SAR86 cluster bacterium BACL1 MAG-120507-bin14	NA	1	NA	1
D_2__DeltaproteobacteriaD_3__MBNT15D_4__uncultured prokaryote	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__Chitinibacteraceae	NA	NA	NA	1
D_2__ActinobacteriaD_3__StreptomycetalesD_4__Streptomycetaceae	NA	NA	1	1
D_2__AlphaproteobacteriaD_3__RhodospirillalesD_4__Magnetospirillaceae	NA	NA	NA	1
D_2__BacteroidiaD_3__SphingobacterialesD_4__LiUU-11-161	NA	NA	NA	1
D_2__AlphaproteobacteriaD_3__KordiimonadalesD_4__Kordiimonadaceae	NA	NA	NA	2
D_2__ClostridiaD_3__ClostridialesD_4__Family XII	NA	NA	NA	1
D_2__ActinobacteriaD_3__MicrococcalesD_4__Micrococcaceae	NA	NA	NA	1
D_2__ParcubacteriaD_3__Candidatus NomurabacteriaD_4__wastewater metagenome	NA	NA	NA	1
D_2__ABY1D_3__Candidatus UhrbacteriaD_4__Candidatus Uhrbacteria bacterium GW2011_GWC2_40_450	NA	NA	NA	1
D_2__AlphaproteobacteriaD_3__unculturedD_4__uncultured Oceanibaculum sp.	NA	NA	NA	1
D_2__GammaproteobacteriaD_3__SAR86 cladeD_4__uncultured gamma proteobacterium MB12G11	NA	NA	NA	1
D_2__ThermoleophiliaD_3__SolirubrobacteralesD_4__Solirubrobacteraceae	NA	NA	NA	1
